,id,state,gender,target_d,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,rooms_per_neigh,baths_per_neigh,population_per_household
36,151600,CA,M,21.0,1560.0,500.0,488.0,487.0,485.0,13816.0,15.0,0.9958932238193019,28.369609856262834,1.002053388090349
37,21259,NC,F,15.0,716.0,146.0,339.0,227.0,382.0,11136.0,12.47826087,1.6828193832599119,49.05726872246696,1.4933920704845816
38,108926,LA,M,20.0,611.0,265.0,323.0,302.0,337.0,12313.0,15.0,1.1158940397350994,40.771523178807946,1.0695364238410596
39,154709,CA,F,5.0,1431.0,291.0,390.0,315.0,376.0,10498.0,13.0,1.1936507936507936,33.32698412698413,1.2380952380952381
40,187274,IA,F,15.0,435.0,244.0,298.0,281.0,329.0,10692.0,7.3958333326000005,1.1708185053380782,38.04982206405694,1.0604982206405693
41,171655,CA,F,12.0,1409.0,321.0,405.0,377.0,428.0,15611.0,12.66666667,1.1352785145888593,41.40848806366048,1.0742705570291777
42,160488,OR,M,10.0,647.0,369.0,422.0,401.0,463.0,18492.0,9.5,1.1546134663341645,46.114713216957604,1.0523690773067331
43,21305,NC,M,10.0,415.0,199.0,308.0,242.0,300.0,11449.0,8.333333333,1.2396694214876034,47.3099173553719,1.2727272727272727
44,98470,IL,F,14.0,492.0,172.0,384.0,276.0,399.0,13218.0,8.75,1.4456521739130435,47.891304347826086,1.391304347826087
45,140586,TX,M,20.0,1043.0,610.0,682.0,731.0,788.0,24754.2,13.25,1.0779753761969904,33.863474692202466,0.93296853625171
46,96251,IL,F,10.0,192.0,164.0,211.0,186.0,224.0,7361.0,5.866666667,1.2043010752688172,39.575268817204304,1.1344086021505377
47,180617,WA,M,11.0,824.0,225.0,308.0,293.0,383.0,13090.0,7.483333333,1.3071672354948805,44.67576791808874,1.0511945392491469
48,86000,SD,F,10.0,552.2,205.0,318.0,245.0,309.0,11192.0,11.25,1.2612244897959184,45.68163265306122,1.2979591836734694
49,13265,AL,F,11.0,417.0,122.0,283.0,160.0,250.0,9715.0,7.75,1.5625,60.71875,1.76875
50,71,TN,F,16.0,399.0,307.0,315.0,336.0,352.0,11428.0,6.818181818,1.0476190476190477,34.01190476190476,0.9375
51,148969,CA,F,10.0,2377.0,544.4,637.0,652.0,663.0,19545.0,9.111111111,1.0168711656441718,29.976993865030675,0.9769938650306749
52,156324,CA,F,15.0,2016.0,431.0,465.0,459.0,497.0,17882.0,8.75,1.0827886710239651,38.95860566448802,1.0130718954248366
53,130976,CO,F,7.0,933.0,289.0,332.0,349.0,379.0,14104.0,8.142857143,1.0859598853868195,40.412607449856736,0.9512893982808023
54,140141,NM,F,14.0,619.0,215.0,222.0,260.0,268.0,10427.0,12.8,1.0307692307692307,40.103846153846156,0.8538461538461538
55,108150,LA,F,20.0,960.0,479.0,526.0,548.0,613.0,19518.0,15.2,1.1186131386861313,35.61678832116788,0.9598540145985401
56,129823,CO,M,10.0,1236.0,622.0,630.0,727.0,737.0,25882.0,6.076923077,1.0137551581843192,35.601100412654745,0.8665749656121046
57,104413,AZ,M,6.0,473.0,164.0,179.0,207.0,215.0,9819.0,5.5,1.038647342995169,47.43478260869565,0.8647342995169082
58,60512,IL,F,25.0,1055.0,366.0,462.0,379.0,400.0,14338.8,20.8,1.0554089709762533,37.83324538258575,1.2189973614775726
59,90480,IL,F,11.0,1509.0,545.0,617.0,599.0,680.0,23170.0,9.0,1.1352253756260433,38.68113522537563,1.0300500834724542
60,148911,CA,F,10.0,1055.4,454.0,526.0,478.0,564.0,21667.0,15.5,1.1799163179916319,45.32845188284519,1.100418410041841
61,52990,TN,M,26.0,927.0,299.0,322.0,372.0,410.0,14428.0,5.0,1.1021505376344085,38.784946236559136,0.8655913978494624
62,148022,CA,F,10.0,2098.0,304.2,311.0,352.0,368.0,13564.0,6.076923077,1.0454545454545454,38.53409090909091,0.8835227272727273
63,103468,MO,F,15.0,370.8,219.0,280.0,272.0,319.0,10966.0,7.1,1.1727941176470589,40.31617647058823,1.0294117647058822
64,84100,MN,M,14.0,1525.2,648.0,684.0,717.0,781.0,25787.0,14.0,1.089260808926081,35.96513249651325,0.9539748953974896
65,6932,MO,M,10.0,1110.0,460.0,544.0,538.0,624.0,22257.4,7.264705882,1.1598513011152416,41.37063197026023,1.0111524163568772
66,37118,FL,F,15.0,581.0,349.0,361.0,359.0,373.0,9667.0,9.857142857,1.0389972144846797,26.92757660167131,1.0055710306406684
67,109179,LA,M,14.0,563.0,259.0,301.0,308.0,342.0,11674.8,10.18181818,1.1103896103896105,37.9051948051948,0.9772727272727273
68,140642,NM,F,5.0,740.0,240.0,288.0,294.0,324.0,10701.0,5.0,1.1020408163265305,36.39795918367347,0.9795918367346939
69,77057,IA,F,15.0,516.0,332.0,378.0,347.0,379.0,13293.0,12.33333333,1.0922190201729107,38.30835734870317,1.0893371757925072
70,83131,MN,M,20.0,575.0,249.0,282.0,290.0,316.0,12326.0,10.0,1.089655172413793,42.50344827586207,0.9724137931034482
71,168078,CA,M,19.0,2357.0,511.0,540.0,570.0,609.0,23786.0,13.66666667,1.068421052631579,41.72982456140351,0.9473684210526315
72,32975,SC,M,25.0,645.0,304.0,360.0,306.0,376.0,6826.0,10.875,1.2287581699346406,22.30718954248366,1.1764705882352942
73,37472,FL,M,20.0,825.0,233.0,239.0,290.0,301.0,9747.0,20.0,1.0379310344827586,33.610344827586204,0.8241379310344827
74,63113,IN,M,5.0,531.0,246.0,278.0,272.0,290.0,10759.2,11.211956521800001,1.0661764705882353,39.55588235294118,1.0220588235294117
75,57039,KY,F,5.0,195.0,131.0,148.0,159.0,179.0,5727.0,4.302325581,1.1257861635220126,36.0188679245283,0.9308176100628931
76,58786,KY,F,20.0,423.0,293.0,297.0,274.0,279.0,9808.8,6.055555556,1.0182481751824817,35.7985401459854,1.083941605839416
77,113129,OK,F,20.0,359.0,220.0,247.0,270.0,299.0,13024.0,20.0,1.1074074074074074,48.237037037037034,0.9148148148148149
78,155375,CA,F,6.0,889.0,398.0,488.0,450.0,495.0,13782.0,5.846153846,1.1,30.626666666666665,1.0844444444444445
79,185030,FL,M,10.0,824.0,248.0,274.0,288.0,326.0,15008.0,10.15384615,1.1319444444444444,52.111111111111114,0.9513888888888888
80,117216,TX,F,30.0,618.0,261.0,310.0,302.0,394.0,14418.2,10.25,1.304635761589404,47.74238410596027,1.0264900662251655
81,107618,NE,F,2.0,151.0,180.0,208.0,230.0,273.0,9138.0,2.361111111,1.1869565217391305,39.7304347826087,0.9043478260869565
82,72410,MI,M,20.0,492.0,272.0,370.0,317.0,402.0,14442.0,14.57142857,1.2681388012618298,45.5583596214511,1.167192429022082
83,112319,AR,F,30.0,892.0,380.0,406.0,426.0,468.0,19444.0,17.0,1.0985915492957747,45.64319248826291,0.9530516431924883
84,28061,GA,F,5.0,948.0,531.0,530.0,585.0,584.0,19537.0,5.484848485,0.9982905982905983,33.396581196581195,0.905982905982906
85,108371,LA,F,20.0,717.0,190.0,313.0,235.0,302.0,10888.0,24.16666667,1.2851063829787235,46.33191489361702,1.3319148936170213
86,187807,MI,M,22.0,612.0,330.0,326.0,392.0,400.0,13162.0,9.7129186604,1.0204081632653061,33.576530612244895,0.8316326530612245
87,180383,WA,F,11.0,919.0,338.0,337.0,349.0,346.0,12507.0,8.214285714,0.9914040114613181,35.836676217765046,0.9656160458452722
88,183013,WA,M,11.0,697.0,317.0,364.0,337.0,406.0,13561.0,10.0,1.2047477744807122,40.240356083086056,1.0801186943620178
89,5822,KS,F,11.0,513.0,382.6,434.0,436.0,482.0,20842.0,6.07675,1.1055045871559632,47.80275229357798,0.9954128440366973
90,164969,CA,F,7.0,1848.0,505.0,515.0,560.0,581.0,17976.0,5.684210526,1.0375,32.1,0.9196428571428571
91,172846,CA,M,10.0,1417.0,406.0,341.0,519.0,508.0,18590.0,14.11111111,0.9788053949903661,35.81888246628131,0.6570327552986512
92,95951,IL,F,20.0,347.0,210.0,255.0,229.0,286.0,10356.0,8.076923077,1.2489082969432315,45.222707423580786,1.1135371179039302
93,18089,NC,M,25.0,994.0,404.0,475.0,485.0,530.0,17420.0,13.77777778,1.092783505154639,35.91752577319588,0.979381443298969
94,18607,NC,M,23.0,797.0,377.0,418.0,423.0,451.0,15416.4,7.769230769,1.066193853427896,36.44539007092199,0.9881796690307328
95,61275,IN,M,12.0,791.0,361.0,407.0,390.0,428.0,13805.0,9.153846154,1.0974358974358975,35.3974358974359,1.0435897435897437
96,36141,FL,F,10.0,957.0,408.0,399.0,450.0,459.0,17718.0,15.0,1.02,39.373333333333335,0.8866666666666667
97,85716,MN,F,25.0,357.0,164.0,214.0,215.0,254.0,8443.0,25.0,1.1813953488372093,39.269767441860466,0.9953488372093023
98,154195,CA,F,20.0,896.0,336.0,362.0,389.0,418.0,14513.0,20.0,1.0745501285347043,37.30848329048843,0.9305912596401028
99,46755,AL,F,5.0,402.0,232.0,249.0,276.0,300.0,10198.0,9.9319047614,1.0869565217391304,36.94927536231884,0.9021739130434783
100,86068,SD,F,5.0,460.0,247.0,357.0,300.0,372.0,12411.6,9.363636364,1.24,41.372,1.19
101,67900,MI,M,20.0,294.0,279.0,355.0,391.0,404.0,15393.0,17.5,1.0332480818414322,39.368286445012785,0.907928388746803
102,59610,IN,F,15.0,1199.0,547.0,556.0,597.0,605.0,20694.0,10.0,1.0134003350083751,34.663316582914575,0.931323283082077
103,13378,CA,F,7.0,1125.0,280.0,336.0,305.0,362.0,10857.0,5.714285714,1.1868852459016392,35.59672131147541,1.1016393442622952
104,20752,NC,M,13.0,570.0,252.0,279.0,300.0,330.0,13321.0,8.533333333,1.1,44.403333333333336,0.93
105,30934,GA,M,15.0,316.0,213.0,238.0,254.0,280.0,8956.0,12.5,1.1023622047244095,35.25984251968504,0.937007874015748
106,102163,MO,F,30.0,825.0,401.0,463.0,464.0,555.0,28003.0,25.0,1.1961206896551724,60.35129310344828,0.9978448275862069
107,128976,TX,F,10.0,642.0,271.0,284.0,306.0,312.0,9453.0,6.142857143,1.0196078431372548,30.892156862745097,0.9281045751633987
108,44088,IN,M,10.0,1263.0,468.0,517.0,548.0,601.0,26265.0,9.264743589,1.0967153284671534,47.92883211678832,0.9434306569343066
109,154931,CA,F,10.0,1809.0,454.0,466.0,503.0,543.0,15886.0,8.0,1.0795228628230615,31.582504970178928,0.9264413518886679
110,140779,NV,F,6.0,1161.0,448.0,484.0,536.0,570.0,21171.8,5.75,1.0634328358208955,39.499626865671644,0.9029850746268657
111,113838,OK,F,8.0,295.0,150.0,203.0,195.0,248.0,8962.0,6.333333333,1.2717948717948717,45.95897435897436,1.041025641025641
112,130485,CO,F,16.0,431.0,258.0,342.0,386.0,541.0,25828.0,8.571428571,1.4015544041450778,66.9119170984456,0.8860103626943006
113,101803,MO,F,25.0,544.0,264.0,283.0,326.0,340.0,16194.0,12.809419192000002,1.0429447852760736,49.67484662576687,0.8680981595092024
114,41899,FL,M,10.0,618.0,223.0,278.0,278.0,335.0,13341.0,7.846153846,1.2050359712230216,47.989208633093526,1.0
115,30795,GA,M,10.0,323.0,183.0,207.0,201.0,210.0,7139.0,5.444444444,1.044776119402985,35.517412935323385,1.0298507462686568
116,133256,ID,M,10.0,1104.0,511.0,528.0,534.0,566.0,17366.0,13.0,1.0599250936329587,32.52059925093633,0.9887640449438202
117,31425,GA,M,16.0,671.0,287.0,365.0,372.0,441.0,16517.0,4.888888889,1.185483870967742,44.4005376344086,0.9811827956989247
118,70524,MI,F,23.0,510.0,228.0,370.0,324.0,394.0,13789.0,10.8,1.2160493827160495,42.55864197530864,1.1419753086419753
119,161229,CA,F,21.0,650.0,302.0,302.0,315.0,318.0,7080.0,8.666666667,1.0095238095238095,22.476190476190474,0.9587301587301588
120,83181,MN,F,15.0,487.0,248.0,287.0,286.0,327.0,10792.0,12.72727273,1.1433566433566433,37.73426573426573,1.0034965034965035
121,42970,FL,M,3.0,884.0,242.0,268.0,271.0,313.0,13491.0,4.428571429,1.154981549815498,49.78228782287823,0.988929889298893
122,83708,MN,F,10.0,753.0,341.0,393.0,373.0,442.0,15502.0,8.4,1.1849865951742626,41.56032171581769,1.0536193029490617
123,101390,MO,F,2.0,853.2,317.6,350.0,343.0,347.0,13094.0,2.571428571,1.0116618075801749,38.17492711370262,1.0204081632653061
124,77898,WI,M,10.0,627.0,367.0,427.0,394.0,444.0,15350.0,7.5,1.1269035532994924,38.95939086294416,1.083756345177665
125,77345,WI,M,16.0,806.0,331.0,420.0,382.0,447.0,15120.0,13.2,1.1701570680628273,39.58115183246073,1.0994764397905759
126,171396,CA,M,6.0,1401.0,441.0,445.0,462.0,466.0,15438.0,5.0,1.0086580086580086,33.41558441558441,0.9632034632034632
127,33773,FL,F,20.0,915.0,308.0,357.0,367.0,438.0,17783.0,13.0,1.1934604904632153,48.45504087193461,0.9727520435967303
128,10031,NE,F,10.0,456.0,258.0,311.0,314.0,381.0,13411.0,7.285714286,1.213375796178344,42.710191082802545,0.9904458598726115
129,62056,IN,M,7.0,610.0,319.0,336.0,384.0,407.0,11815.0,4.625,1.0598958333333333,30.768229166666668,0.875
130,11494,FL,M,5.0,1229.0,469.0,502.0,507.0,544.0,17313.0,8.4,1.0729783037475344,34.14792899408284,0.9901380670611439
131,44847,FL,M,10.0,428.0,140.0,196.0,171.0,208.0,9064.0,9.769230769,1.2163742690058479,53.005847953216374,1.1461988304093567
132,15668,NC,M,45.0,707.0,383.0,400.0,398.0,433.0,13852.0,9.333333333,1.0879396984924623,34.80402010050251,1.0050251256281406
133,175579,OR,F,20.0,377.0,171.0,199.0,219.0,187.0,21980.0,16.66666667,0.8538812785388128,100.36529680365297,0.908675799086758
134,157185,CA,F,5.0,1878.0,523.0,526.0,564.0,566.0,16084.0,9.7279532156,1.00354609929078,28.5177304964539,0.9326241134751773
135,90816,IL,F,20.0,777.0,378.0,386.0,396.0,423.0,14106.0,17.8,1.0681818181818181,35.621212121212125,0.9747474747474747
136,94915,IL,F,15.0,1463.0,117.0,439.0,266.0,523.0,13344.0,12.16666667,1.9661654135338347,50.16541353383459,1.650375939849624
137,118392,TX,M,12.0,375.0,153.0,214.0,206.0,248.0,7798.0,5.347826087,1.203883495145631,37.85436893203884,1.0388349514563107
138,187571,IN,F,26.0,561.0,302.0,301.0,323.0,331.0,10873.0,11.940230880799998,1.0247678018575852,33.6625386996904,0.9318885448916409
139,21659,NC,M,10.0,502.0,199.0,250.0,229.0,261.0,8726.0,7.875,1.1397379912663756,38.10480349344978,1.091703056768559
140,64166,IN,M,23.0,800.0,283.0,398.0,338.0,425.0,15160.0,16.6,1.257396449704142,44.85207100591716,1.1775147928994083
141,185304,CO,M,21.0,1472.0,625.0,653.0,687.0,732.0,24128.6,15.21428571,1.0655021834061136,35.1216885007278,0.950509461426492
142,57963,KY,F,10.0,492.0,332.0,450.0,425.0,471.0,21410.0,8.4375,1.108235294117647,50.37647058823529,1.0588235294117647
143,98249,IL,F,10.0,609.0,314.0,347.0,349.0,385.0,11360.0,6.666666667,1.1031518624641834,32.550143266475644,0.994269340974212
144,153689,CA,F,20.0,2430.0,604.0,610.0,659.0,669.0,20529.0,9.5,1.015174506828528,31.15174506828528,0.9256449165402124
145,41715,FL,F,3.0,696.0,272.0,357.0,358.0,427.0,16474.0,3.3,1.1927374301675977,46.01675977653631,0.9972067039106145
146,45356,FL,M,8.0,762.0,254.0,355.0,327.0,411.0,17458.0,8.4609636738,1.2568807339449541,53.38837920489296,1.0856269113149848
147,107727,NE,F,7.0,441.0,260.0,321.0,300.0,353.0,12452.0,5.279069767,1.1766666666666667,41.50666666666667,1.07
148,64212,IN,F,20.0,502.0,319.0,363.0,341.0,388.0,12989.0,15.66666667,1.1378299120234605,38.09090909090909,1.064516129032258
149,60252,IN,M,15.0,673.0,284.0,330.0,335.0,373.0,15149.0,13.45454546,1.1134328358208956,45.22089552238806,0.9850746268656716
150,45101,FL,F,3.0,1173.0,322.0,424.0,407.0,494.0,18738.0,4.125,1.2137592137592137,46.03931203931204,1.0417690417690417
151,36528,FL,F,25.0,934.0,323.0,373.0,376.0,400.0,9980.0,25.0,1.0638297872340425,26.54255319148936,0.9920212765957447
152,38820,FL,M,20.0,1332.0,357.0,411.0,422.0,497.0,21444.0,9.576923077,1.1777251184834123,50.81516587677725,0.9739336492890995
153,133906,ID,F,10.0,451.0,225.0,261.0,262.0,294.0,10244.0,15.0,1.1221374045801527,39.099236641221374,0.9961832061068703
154,12226,CO,F,8.0,649.0,238.0,273.0,272.0,302.0,10417.0,5.411764706,1.1102941176470589,38.29779411764706,1.0036764705882353
155,8696,OK,F,11.0,590.0,410.0,439.0,433.0,456.0,13115.0,13.0,1.0531177829099307,30.288683602771364,1.0138568129330254
156,119368,TX,F,25.0,500.0,291.0,316.0,314.0,379.0,19609.0,11.5,1.2070063694267517,62.44904458598726,1.0063694267515924
157,14319,FL,M,19.0,368.0,230.0,271.0,261.0,295.0,9547.0,10.7,1.1302681992337165,36.57854406130268,1.0383141762452108
158,118408,TX,M,15.0,427.0,315.0,365.0,340.0,377.0,11960.0,9.0,1.1088235294117648,35.1764705882353,1.0735294117647058
159,146585,CA,F,8.0,1458.0,173.0,191.0,220.0,249.0,8381.0,4.243243243,1.1318181818181818,38.095454545454544,0.8681818181818182
160,57463,KY,F,10.0,584.0,274.0,287.0,336.0,341.0,15105.0,9.5290620492,1.0148809523809523,44.955357142857146,0.8541666666666666
161,94394,IL,F,10.0,553.0,306.0,309.0,333.0,348.0,9296.0,8.916666667,1.045045045045045,27.915915915915917,0.9279279279279279
162,155135,CA,M,7.0,1005.2,321.0,406.0,358.0,390.0,10985.0,6.75,1.089385474860335,30.68435754189944,1.1340782122905029
163,149595,CA,M,17.0,2545.0,361.0,304.0,386.0,358.0,14300.0,12.5,0.927461139896373,37.04663212435233,0.7875647668393783
164,166606,CA,F,50.0,1778.0,411.0,480.0,439.0,503.0,18236.0,12.074786324799998,1.1457858769931664,41.53986332574032,1.0933940774487472
165,8240,CA,F,10.0,1187.0,328.0,366.0,393.0,428.0,13978.0,10.81481482,1.089058524173028,35.56743002544529,0.9312977099236641
166,185904,TX,F,13.0,1448.0,651.0,667.0,698.0,724.0,24736.0,11.71978022,1.0372492836676217,35.438395415472776,0.9555873925501432
167,49351,AL,M,15.0,712.0,377.0,398.0,446.0,472.0,15013.0,14.2,1.0582959641255605,33.66143497757847,0.8923766816143498
168,186528,TX,F,15.0,535.0,244.0,437.0,317.0,402.0,17053.0,9.8125,1.2681388012618298,53.79495268138801,1.3785488958990537
169,14161,WA,M,10.0,420.8,161.0,206.0,206.0,232.0,8860.0,7.818181818,1.1262135922330097,43.00970873786408,1.0
170,190839,IL,M,15.0,662.0,352.0,406.0,394.0,456.0,13460.0,12.5,1.1573604060913705,34.16243654822335,1.0304568527918783
171,188507,CA,F,10.0,2289.0,631.0,647.0,657.0,679.0,22571.0,9.769230769,1.0334855403348555,34.35464231354642,0.984779299847793
172,81945,WI,M,20.0,840.0,458.0,471.0,513.0,548.0,20327.0,15.0,1.0682261208576997,39.62378167641326,0.9181286549707602
173,8989,WA,F,32.0,1024.0,392.4,451.0,446.0,472.0,13462.0,10.5,1.0582959641255605,30.183856502242154,1.0112107623318385
174,47282,AL,F,15.0,704.4,336.0,354.0,382.0,398.0,14773.0,7.5,1.0418848167539267,38.67277486910995,0.9267015706806283
175,2950,MT,M,2.0,717.0,306.0,315.0,333.0,358.0,11279.0,4.85,1.075075075075075,33.870870870870874,0.9459459459459459
176,87771,IL,F,20.0,1667.0,541.0,603.0,592.0,624.0,21458.0,13.33333333,1.054054054054054,36.24662162162162,1.0185810810810811
177,167934,WA,F,21.0,843.0,423.0,424.0,475.0,486.0,16476.0,10.72727273,1.023157894736842,34.68631578947368,0.8926315789473684
178,26045,GA,F,14.0,583.0,360.0,374.0,405.0,434.0,24198.0,9.666666667,1.0716049382716049,59.74814814814815,0.9234567901234568
179,661,CA,M,20.0,1801.0,495.0,534.0,475.0,525.0,18663.0,19.47058824,1.105263157894737,39.29052631578947,1.1242105263157895
180,47569,AL,F,10.0,863.0,406.0,527.0,459.0,562.0,19862.0,9.153846154,1.224400871459695,43.272331154684096,1.1481481481481481
181,176743,OR,M,7.0,335.0,140.0,157.0,154.0,170.0,6682.0,13.409090909,1.103896103896104,43.38961038961039,1.0194805194805194
182,188164,TX,F,10.0,1362.0,575.0,645.0,627.0,718.0,21447.0,8.533333333,1.1451355661881977,34.20574162679426,1.0287081339712918
183,134364,UT,F,20.0,700.0,252.0,257.0,281.0,302.0,12806.0,20.0,1.0747330960854093,45.5729537366548,0.9145907473309609
184,93742,IL,F,30.0,562.0,360.0,480.0,388.0,474.0,12391.0,20.0,1.2216494845360826,31.935567010309278,1.2371134020618557
185,39479,FL,M,4.0,1287.0,479.0,508.0,567.0,616.0,20795.0,4.105769231,1.0864197530864197,36.67548500881834,0.8959435626102292
186,54142,TN,F,21.0,476.0,210.0,254.0,272.0,310.0,10171.0,13.0,1.1397058823529411,37.393382352941174,0.9338235294117647
187,48675,AL,F,5.0,648.0,353.0,418.0,357.0,453.0,16873.0,7.0,1.26890756302521,47.26330532212885,1.1708683473389356
188,158980,CA,M,20.0,1862.0,365.0,372.0,401.0,425.0,10521.0,17.85714286,1.059850374064838,26.236907730673316,0.9276807980049875
189,153888,CA,F,10.0,1843.0,515.0,511.0,575.0,582.0,20035.6,19.0,1.0121739130434784,34.844521739130435,0.888695652173913
190,6599,WA,F,11.0,719.0,330.0,340.0,389.0,416.0,14248.0,18.55,1.069408740359897,36.62724935732648,0.8740359897172236
191,135454,AZ,M,15.0,1143.0,469.0,472.0,510.0,516.0,18042.0,8.823529412,1.011764705882353,35.37647058823529,0.9254901960784314
192,128643,TX,M,4.0,552.2,268.0,281.0,267.0,303.0,9838.0,6.625,1.1348314606741574,36.846441947565545,1.0524344569288389
193,35101,FL,M,20.0,1434.0,388.0,479.0,513.0,577.0,18405.0,18.0,1.124756335282651,35.87719298245614,0.9337231968810916
194,75474,IA,M,15.0,206.0,229.0,251.0,267.0,288.0,9248.0,11.66666667,1.0786516853932584,34.63670411985019,0.9400749063670412
195,785,MI,M,18.0,613.0,146.0,267.0,209.0,349.0,13209.0,17.5,1.6698564593301435,63.20095693779904,1.277511961722488
196,27624,GA,F,8.0,991.0,493.0,506.0,532.0,548.0,17344.0,7.769230769,1.0300751879699248,32.6015037593985,0.9511278195488722
197,73754,MI,F,25.0,900.0,343.0,420.0,386.0,465.0,16254.0,13.31818182,1.2046632124352332,42.10880829015544,1.0880829015544042
198,124149,TX,M,14.0,430.0,237.0,283.0,281.0,320.0,10269.0,12.0,1.1387900355871887,36.544483985765126,1.00711743772242
